sexo;edad;medio_transporte;conducta;modalidad;conducta_especial;arma_medio;nombre_barrio;lugar;bien;categoria_bien;grupo_bien;color;Tapabocas;Capuchas;Gorras;Actitud_nerviosa;llena_vacia;dia_noche;Robo
Hombre;51;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;no;si;si;llena;dia;si
Hombre;55;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villas del Mediterr�neo;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;no;llena;dia;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Bosque de Pinos;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;no;no;no;si;vacia;dia;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;no;si;si;vacia;noche;si
Mujer;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torca;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;no;vacia;noche;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balmoral�;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;no;vacia;noche;si
Mujer;48;Transmilenio;Hurto a persona;Cosquilleo;No;No;Buenavista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;no;si;llena;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;no;si;si;llena;dia;si
Hombre;49;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;si;llena;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Avión;Transporte aire;Vehículo;Sin dato;no;si;no;no;llena;dia;si
Mujer;23;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;no;no;si;si;llena;noche;si
Hombre;23;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Cedros;Estación del Transmilenio;Celular;Tecnología;Mercancía;Morado;si;no;si;si;vacia;noche;si
Hombre;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Bus de servicio público;Celular;Tecnología;Mercancía;Negro;si;si;no;no;llena;noche;si
Mujer;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Laureles;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;no;vacia;noche;si
Hombre;23;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;si;no;llena;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;no;no;vacia;noche;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Datáfono;Tecnología;Mercancía;Sin dato;si;si;no;si;llena;dia;si
Mujer;35;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Instalación gubernamental;Celular;Tecnología;Mercancía;Blanco;si;no;si;no;vacia;dia;si
Hombre;40;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;no;no;si;llena;noche;si
Mujer;43;Transmilenio;Hurto a persona;Atraco;Sin dato;No;La Floresta de La Sabana�;Estación del Transmilenio plus;Celular;Tecnología;Mercancía;Verde;no;si;si;no;vacia;noche;si
Mujer;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;no;vacia;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;No;No;Marant�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;no;vacia;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;si;llena;noche;si
Hombre;26;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Santa Teresa;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;no;si;si;vacia;dia;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Floresta de La Sabana�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;no;no;llena;dia;si
Mujer;43;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Morado;no;si;no;no;vacia;dia;si
Hombre;59;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balmoral�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;si;llena;noche;si
Mujer;42;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Codito;Estación del Transmilenio;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;no;no;no;si;vacia;noche;si
Mujer;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;no;si;si;llena;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Cedros;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;no;vacia;dia;si
Hombre;34;Transmilenio;Hurto a persona;Raponazo;De celular;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;no;no;llena;noche;si
Mujer;35;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa Teresa;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;no;si;llena;noche;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;no;si;no;vacia;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Estación del Transmilenio;Tarjeta de comunicación;Otros elementos;Mercancía;Sin dato;si;no;no;no;llena;dia;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Cedros;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;no;no;no;vacia;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Accesorios celular;Tecnología;Mercancía;Sin dato;si;si;no;si;llena;noche;si
Hombre;19;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Altos de Serrezuela;Estación del Transmilenio;Celular;Tecnología;Mercancía;Verde;si;no;no;no;llena;dia;si
Mujer;28;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Estrellita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;no;llena;dia;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;no;llena;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;no;si;si;si;vacia;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;no;no;no;no;vacia;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;no;no;no;no;llena;noche;si
Hombre;46;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Floresta de La Sabana�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;si;si;llena;noche;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;no;llena;dia;si
Hombre;39;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Verbenal;Estación del Transmilenio;Celular;Tecnología;Mercancía;Verde;no;no;si;si;llena;dia;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Morado;no;si;no;no;vacia;noche;si
Hombre;34;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;no;no;vacia;noche;si
Hombre;34;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Floresta de La Sabana�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;si;no;si;vacia;noche;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;si;no;vacia;dia;si
Mujer;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;si;llena;noche;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;no;si;llena;noche;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;si;si;no;vacia;dia;si
Hombre;18;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Cedro Salazar;Bus de servicio público;Celular;Tecnología;Mercancía;Negro;si;no;si;no;vacia;noche;si
Hombre;59;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;no;si;no;vacia;noche;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Frontera;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;no;si;vacia;dia;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Consuelos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;si;vacia;dia;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Granja Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;no;si;no;llena;noche;si
Hombre;61;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Sin dato;Celular;Tecnología;Mercancía;Negro;si;no;si;no;llena;noche;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;no;si;no;no;vacia;dia;si
Hombre;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa Teresa;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;no;no;llena;noche;si
Hombre;38;Transmilenio;Hurto a persona;Cosquilleo;No;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;si;vacia;dia;si
Mujer;39;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;no;vacia;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;no;llena;dia;si
Mujer;28;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Balmoral�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;no;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Matur�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;vacia;noche;si
Hombre;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;si;llena;noche;si
Hombre;43;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;no;no;no;si;vacia;noche;si
Hombre;43;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Antonio Norte;Estación del Transmilenio;Electrodoméstico video y audio y accesorios;Electrodomésticos;Mercancía;Sin dato;no;no;no;si;llena;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;no;si;no;si;llena;dia;si
Mujer;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;no;llena;noche;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;no;no;no;llena;noche;si
Hombre;23;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;La Sonora;Vía pública;Electrodoméstico video y audio y accesorios;Electrodomésticos;Mercancía;Sin dato;si;no;si;no;vacia;dia;si
Mujer;53;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Balmoral�;Sin dato;Cédula;Documentos;Mercancía;Sin dato;no;no;no;no;llena;noche;si
Hombre;31;Transmilenio;Hurto a persona;Descuido;Sin dato;No;El Codito;Escenario deportivo;Celular;Tecnología;Mercancía;Negro;si;si;si;si;vacia;dia;si
Mujer;21;Transmilenio;Hurto a persona;Raponazo;No;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;si;llena;noche;si
Hombre;67;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Llanurita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;no;no;no;vacia;dia;si
Mujer;30;Transmilenio;Hurto a persona;Cosquilleo;No;No;Los Naranjos;Estación del Transmilenio;Accesorios celular;Tecnología;Mercancía;Sin dato;no;no;si;no;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;no;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Laureles;Estación del Transmilenio;Celular;Tecnología;Mercancía;Rojo;si;si;si;no;llena;noche;si
Hombre;51;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;no;vacia;dia;si
Mujer;19;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Verbenal;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;no;llena;dia;si
Hombre;49;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;no;vacia;noche;si
Mujer;23;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Rosado;no;no;si;si;llena;noche;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Laureles;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;si;no;llena;dia;si
Hombre;17;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;no;si;no;vacia;noche;si
Hombre;18;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balmoral�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;no;llena;noche;si
Hombre;23;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Buenavista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;no;si;si;no;llena;noche;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;no;vacia;dia;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;si;llena;dia;si
Mujer;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Laureles;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;no;llena;noche;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Llanurita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;si;llena;dia;si
Hombre;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;si;vacia;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;no;no;no;si;llena;noche;si
Mujer;19;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;no;no;no;llena;dia;si
Mujer;43;Transmilenio;Hurto a persona;Cosquilleo;No;No;Santandersito;Estación del Transmilenio;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Oro;no;no;no;si;vacia;noche;si
Mujer;43;Transmilenio;Hurto a persona;Cosquilleo;No;No;San Crist�bal Norte;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;no;llena;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Santa Teresa;Estación del Transmilenio;Celular;Tecnología;Mercancía;Verde;no;no;no;si;llena;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;si;vacia;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;llena;noche;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;si;si;llena;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;si;no;no;vacia;noche;si
Hombre;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;no;llena;noche;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Cedros;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;si;vacia;dia;si
Mujer;21;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Altos de Serrezuela;Transmilenio Plus;Celular;Tecnología;Mercancía;Azul;no;si;si;no;vacia;noche;si
Hombre;33;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;si;no;llena;noche;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;si;vacia;dia;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;No;No;La Granja Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;no;no;llena;noche;si
Hombre;64;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;no;no;llena;dia;si
Hombre;26;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Floresta de La Sabana�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;si;vacia;noche;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Elementos computador;Tecnología;Mercancía;Sin dato;si;no;si;no;llena;dia;si
Mujer;39;Transmilenio;Hurto a persona;Cosquilleo;No;No;El Verbenal;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;si;llena;dia;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Elementos computador;Tecnología;Mercancía;Sin dato;si;si;si;no;vacia;dia;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;si;llena;noche;si
Hombre;44;Transmilenio;Hurto a persona;Cosquilleo;No;No;La Sonora;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Hombre;42;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Codito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;si;no;no;si;vacia;noche;si
Hombre;46;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Estrellita;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;no;vacia;dia;si
Hombre;46;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;no;si;vacia;dia;si
Hombre;46;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;si;no;si;si;vacia;noche;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;No;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;si;si;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;si;no;vacia;dia;si
Hombre;72;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;si;vacia;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Rojo;si;no;si;no;vacia;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Buenavista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;no;vacia;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Verbenal;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;no;no;no;si;vacia;dia;si
Hombre;46;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;no;si;vacia;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;si;llena;noche;si
Hombre;55;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santandersito;Vía pública;Celular;Tecnología;Mercancía;Azul;si;si;no;no;vacia;dia;si
Hombre;23;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;no;llena;noche;si
Hombre;35;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;no;si;no;llena;noche;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;si;si;si;no;llena;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Bosque de Pinos;Estación del Transmilenio plus;Celular;Tecnología;Mercancía;Azul;si;si;no;no;llena;dia;si
Mujer;49;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;si;vacia;noche;si
Hombre;40;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Estrellita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;si;llena;noche;si
Mujer;22;Transmilenio;Hurto a persona;Engaño;Sin dato;No;Los Consuelos;Instalación gubernamental;Medicamentos;Medicamento;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Mujer;22;Transmilenio;Hurto a persona;Engaño;Sin dato;No;Matur�n;Instalación gubernamental;Medicamentos;Medicamento;Mercancía;Sin dato;no;no;si;no;llena;noche;si
Hombre;59;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;no;llena;dia;si
Mujer;22;Transmilenio;Hurto a persona;Engaño;Sin dato;No;Los Laureles;Instalación gubernamental;Celular;Tecnología;Mercancía;Negro;no;si;si;si;llena;dia;si
Mujer;55;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;no;llena;noche;si
Hombre;52;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;no;llena;dia;si
Mujer;42;Transmilenio;Hurto a persona;Escopolamina;Sin dato;Escopolamina;Babilonia;Iglesia;Electrodoméstico video y audio y accesorios;Electrodomésticos;Mercancía;Sin dato;si;si;no;no;llena;dia;si
Mujer;42;Transmilenio;Hurto a persona;Escopolamina;Sin dato;Escopolamina;Estrella del Norte;Iglesia;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;si;no;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Villa Magdala;Estación del Transmilenio;Tablet;Tecnología;Mercancía;Sin dato;no;no;no;si;llena;dia;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;vacia;noche;si
Hombre;15;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;si;llena;noche;si
Mujer;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Sonora;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;si;si;llena;noche;si
